tenure,MonthlyCharges,TotalCharges,gender,PaymentMethod,Contract
5001,19,55.0,1046.5,Male,Credit card (automatic),Month-to-month
5548,70,24.25,1724.15,Male,Bank transfer (automatic),Two year
3611,41,99.65,4220.35,Male,Credit card (automatic),Two year
4001,45,109.75,4900.65,Male,Bank transfer (automatic),Two year
6657,49,20.45,900.9,Female,Bank transfer (automatic),One year
5597,22,90.5,1910.6,Male,Bank transfer (automatic),Month-to-month
373,56,99.75,5608.4,Female,Credit card (automatic),One year
5006,15,55.7,899.8,Female,Mailed check,Month-to-month
5078,67,100.25,6689.0,Female,Bank transfer (automatic),One year
1168,1,19.65,19.65,Male,Mailed check,One year
308,38,101.15,3741.85,Male,Electronic check,Month-to-month
1046,52,74.0,3877.65,Female,Credit card (automatic),One year
2505,34,20.1,682.1,Female,Bank transfer (automatic),One year
3707,69,19.9,1356.7,Male,Bank transfer (automatic),Two year
6385,4,101.7,364.55,Male,Electronic check,Month-to-month
1768,63,58.55,3503.5,Female,Credit card (automatic),One year
6492,24,19.75,483.15,Male,Mailed check,Two year
3395,62,90.7,5586.45,Male,Bank transfer (automatic),Month-to-month
1281,36,19.25,679.8,Female,Bank transfer (automatic),One year
4510,38,68.15,2656.3,Female,Credit card (automatic),Month-to-month
5198,47,80.35,3825.85,Female,Electronic check,Month-to-month
1039,38,79.45,3013.05,Male,Electronic check,Month-to-month
5075,42,92.15,3875.4,Female,Electronic check,Month-to-month
812,42,25.25,1108.2,Female,Electronic check,Two year
65,3,75.3,244.1,Female,Electronic check,Month-to-month
965,8,100.3,832.35,Male,Credit card (automatic),Month-to-month
1421,9,84.4,732.5,Male,Credit card (automatic),Month-to-month
3386,58,68.4,3972.25,Female,Electronic check,One year
1181,21,60.05,1236.15,Male,Bank transfer (automatic),Month-to-month
4087,10,20.9,247.0,Female,Mailed check,Month-to-month
5904,70,98.9,6838.6,Female,Electronic check,One year
4160,26,75.0,1908.35,Male,Bank transfer (automatic),One year
3841,36,96.5,3436.1,Male,Electronic check,Month-to-month
4004,72,67.8,4804.65,Male,Bank transfer (automatic),Two year
1721,9,74.25,639.65,Female,Credit card (automatic),Month-to-month
486,15,100.15,1415.0,Female,Electronic check,Month-to-month
6410,63,83.0,5243.05,Female,Bank transfer (automatic),One year
2864,4,63.75,226.2,Male,Bank transfer (automatic),Month-to-month
5007,25,20.6,541.5,Male,Mailed check,Month-to-month
2755,46,19.6,851.2,Male,Electronic check,Month-to-month
2276,44,104.15,4495.65,Female,Electronic check,Month-to-month
921,12,20.45,255.35,Male,Mailed check,Month-to-month
322,1,44.8,44.8,Male,Electronic check,Month-to-month
248,1,48.55,48.55,Male,Mailed check,Month-to-month
5437,20,61.6,1174.35,Female,Mailed check,Month-to-month
6768,72,117.5,8670.1,Female,Credit card (automatic),Two year
5210,53,60.45,3184.25,Male,Electronic check,One year
2513,52,19.2,1054.75,Male,Mailed check,Two year
3529,2,74.2,140.1,Male,Electronic check,Month-to-month
231,50,93.5,4747.5,Male,Credit card (automatic),Month-to-month
1210,17,69.0,1149.65,Male,Electronic check,Month-to-month
6459,51,29.45,1459.35,Male,Credit card (automatic),Month-to-month
6630,16,78.75,1218.25,Male,Electronic check,Month-to-month
7025,18,95.05,1679.4,Female,Bank transfer (automatic),Month-to-month
2389,71,85.45,6300.85,Male,Electronic check,One year
5531,68,44.8,2983.65,Male,Mailed check,One year
91,1,74.7,74.7,Male,Electronic check,Month-to-month
6906,25,18.7,383.65,Female,Mailed check,Two year
318,24,93.15,2231.05,Male,Electronic check,Month-to-month
4981,14,50.75,712.75,Male,Electronic check,Month-to-month
3752,55,59.2,3175.85,Male,Electronic check,Two year
2728,25,61.05,1540.2,Female,Electronic check,One year
5605,10,60.2,563.5,Male,Mailed check,Month-to-month
4500,61,103.9,6449.15,Male,Credit card (automatic),One year
4101,6,59.15,336.7,Male,Bank transfer (automatic),Month-to-month
1501,13,19.95,243.65,Male,Mailed check,Two year
3379,2,19.3,44.4,Female,Mailed check,Month-to-month
1835,1,45.0,45.0,Female,Electronic check,Month-to-month
6308,2,70.35,139.25,Female,Electronic check,Month-to-month
3950,49,96.2,4718.25,Male,Electronic check,Month-to-month
2018,1,45.3,45.3,Female,Mailed check,Month-to-month
6690,37,94.3,3460.95,Male,Mailed check,Two year
4635,40,20.15,777.35,Female,Bank transfer (automatic),Two year
1618,23,94.75,2293.6,Female,Electronic check,Month-to-month
5196,66,108.1,7238.6,Female,Bank transfer (automatic),One year
2770,17,92.55,1515.1,Male,Electronic check,Month-to-month
5815,9,85.05,746.5,Male,Electronic check,Month-to-month
5668,39,101.25,3949.15,Female,Electronic check,Month-to-month
6383,23,40.1,857.75,Male,Mailed check,Two year
3809,50,20.15,989.05,Male,Credit card (automatic),One year
5549,3,97.9,315.3,Female,Electronic check,Month-to-month
5858,61,19.45,1336.35,Female,Bank transfer (automatic),One year
2789,24,88.95,2072.75,Female,Credit card (automatic),Month-to-month
1512,14,84.8,1203.9,Female,Electronic check,Month-to-month
2199,52,25.75,1345.85,Male,Mailed check,Two year
1412,15,84.3,1308.4,Female,Electronic check,Month-to-month
2112,33,59.4,1952.8,Female,Electronic check,One year
4623,69,95.35,6382.0,Male,Bank transfer (automatic),Month-to-month
265,61,88.1,5526.75,Female,Mailed check,Two year
3878,71,116.05,8297.5,Male,Bank transfer (automatic),Two year
1656,53,90.8,4921.2,Female,Electronic check,Month-to-month
6191,42,55.65,2421.75,Female,Electronic check,Month-to-month
838,36,79.2,2854.95,Male,Credit card (automatic),Month-to-month
14,25,105.5,2686.05,Male,Electronic check,Month-to-month
3027,8,20.7,137.6,Female,Mailed check,Month-to-month
1558,16,95.6,1555.65,Female,Credit card (automatic),Month-to-month
1163,12,89.75,1052.4,Female,Bank transfer (automatic),Month-to-month
8,28,104.8,3046.05,Female,Electronic check,Month-to-month
4039,7,94.1,701.3,Male,Electronic check,Month-to-month
2802,32,104.9,3351.55,Male,Electronic check,Month-to-month
3939,1,78.65,78.65,Female,Electronic check,Month-to-month
5130,8,30.45,226.45,Male,Electronic check,Month-to-month
339,63,103.4,6603.0,Male,Electronic check,Month-to-month
1694,1,34.7,34.7,Female,Electronic check,Month-to-month
3282,60,102.5,6157.6,Male,Bank transfer (automatic),One year
2022,16,86.25,1340.1,Female,Electronic check,Month-to-month
1426,71,92.0,6585.2,Male,Electronic check,One year
622,40,85.05,3355.65,Male,Electronic check,One year
6971,18,99.75,1836.25,Female,Bank transfer (automatic),Month-to-month
4782,5,78.75,426.35,Male,Mailed check,Month-to-month
5469,33,79.0,2576.8,Male,Credit card (automatic),Month-to-month
6958,13,19.75,246.7,Female,Bank transfer (automatic),Two year
1438,40,50.25,2023.55,Female,Mailed check,One year
2885,67,116.1,7839.85,Male,Credit card (automatic),Two year
6641,16,50.15,762.25,Female,Electronic check,Month-to-month
1844,59,66.4,3958.2,Male,Credit card (automatic),One year
2548,8,69.95,562.7,Male,Credit card (automatic),Month-to-month
196,24,24.1,587.4,Male,Bank transfer (automatic),Two year
4614,7,20.25,144.35,Male,Mailed check,Month-to-month
1869,72,24.1,1734.65,Male,Credit card (automatic),Two year
4528,44,88.15,3973.2,Female,Credit card (automatic),Month-to-month
6344,38,74.95,2869.85,Female,Bank transfer (automatic),Month-to-month
6739,4,55.9,238.5,Male,Electronic check,Month-to-month
432,2,53.45,119.5,Male,Electronic check,Month-to-month
2215,70,49.85,3370.2,Female,Bank transfer (automatic),Two year
5260,33,90.65,2989.6,Female,Electronic check,Month-to-month
6001,1,24.9,24.9,Female,Mailed check,Month-to-month
1480,39,35.55,1309.15,Male,Mailed check,One year
5137,55,116.5,6382.55,Male,Electronic check,Month-to-month
3169,52,68.75,3482.85,Male,Electronic check,One year
4653,30,51.2,1561.5,Female,Credit card (automatic),Month-to-month
2850,60,99.0,6017.9,Male,Electronic check,Month-to-month
1760,50,54.9,2614.1,Male,Bank transfer (automatic),One year
604,32,109.55,3608.0,Female,Bank transfer (automatic),One year
2157,51,106.8,5498.8,Male,Bank transfer (automatic),One year
3132,1,74.3,74.3,Male,Mailed check,Month-to-month
6765,69,25.6,1673.4,Female,Bank transfer (automatic),Two year
6508,42,94.2,4186.3,Female,Electronic check,Month-to-month
5636,14,46.35,667.7,Male,Electronic check,Month-to-month
4693,52,25.6,1334.5,Male,Credit card (automatic),Two year
3393,62,107.6,6912.7,Male,Bank transfer (automatic),Two year
4201,72,19.55,1463.45,Female,Bank transfer (automatic),Two year
3550,32,96.2,3183.4,Male,Electronic check,Month-to-month
5782,1,69.65,69.65,Female,Electronic check,Month-to-month
5419,72,78.5,5602.25,Female,Bank transfer (automatic),Two year
1891,1,45.1,45.1,Female,Mailed check,Month-to-month
4275,1,25.75,25.75,Female,Mailed check,Month-to-month
4738,5,104.1,541.9,Male,Mailed check,Month-to-month
1545,63,104.75,6536.5,Male,Bank transfer (automatic),Two year
904,67,81.35,5398.6,Male,Credit card (automatic),Two year
6602,40,96.35,3915.4,Female,Credit card (automatic),Month-to-month
6123,65,93.55,6069.25,Male,Electronic check,One year
4999,16,19.7,301.55,Female,Mailed check,Two year
4879,46,69.1,3255.35,Female,Credit card (automatic),One year
1703,11,35.65,425.1,Male,Electronic check,Month-to-month
4257,49,99.4,5025.0,Female,Electronic check,Month-to-month
3870,68,54.4,3723.65,Female,Electronic check,One year
5038,10,19.3,185.2,Female,Mailed check,One year
1720,2,83.8,163.7,Female,Bank transfer (automatic),Month-to-month
4776,5,68.95,351.5,Female,Electronic check,Month-to-month
4122,53,62.85,3419.5,Male,Credit card (automatic),One year
5261,54,110.45,6077.75,Male,Electronic check,Two year
3479,4,45.3,196.95,Female,Mailed check,Month-to-month
1498,15,75.65,1146.65,Male,Electronic check,Month-to-month
254,10,19.85,193.05,Male,Mailed check,Month-to-month
3016,3,55.3,196.15,Female,Electronic check,Month-to-month
221,71,24.75,1836.9,Female,Bank transfer (automatic),Two year
3794,8,54.75,445.85,Male,Mailed check,Month-to-month
4800,1,94.0,94.0,Male,Electronic check,Month-to-month
4291,64,110.3,6997.3,Female,Bank transfer (automatic),Two year
5807,57,18.8,1094.35,Male,Credit card (automatic),Two year
2208,1,100.8,100.8,Female,Electronic check,Month-to-month
1195,20,60.0,1259.35,Female,Electronic check,Month-to-month
1782,26,66.05,1652.4,Female,Electronic check,Month-to-month
6552,2,79.75,159.4,Female,Bank transfer (automatic),Month-to-month
1320,32,94.8,3131.55,Male,Mailed check,One year
3765,5,25.45,134.75,Female,Mailed check,Month-to-month
6799,70,111.15,7737.55,Female,Mailed check,Two year
2488,31,55.25,1715.65,Male,Electronic check,Month-to-month
1578,7,59.5,415.95,Female,Mailed check,Month-to-month
376,1,25.35,25.35,Male,Mailed check,Month-to-month
755,20,98.55,1842.8,Male,Electronic check,Month-to-month
291,35,61.2,2021.2,Male,Mailed check,One year
5910,6,60.9,414.1,Male,Mailed check,Month-to-month
4914,72,74.55,5430.65,Female,Mailed check,Two year
188,13,19.65,244.8,Female,Electronic check,One year
4382,4,48.75,179.85,Female,Mailed check,Month-to-month
1419,63,19.15,1177.05,Male,Mailed check,Two year
2476,69,84.7,5878.9,Male,Mailed check,Two year
3945,3,34.25,139.35,Female,Mailed check,Month-to-month
501,71,80.7,5676.0,Female,Credit card (automatic),Two year
1197,15,19.45,340.85,Male,Credit card (automatic),Month-to-month
5327,30,19.7,599.25,Female,Mailed check,Two year
6983,23,83.2,2032.3,Female,Bank transfer (automatic),Month-to-month
5267,9,19.85,183.15,Male,Credit card (automatic),One year
4119,35,19.15,638.0,Male,Mailed check,One year
6517,6,54.85,355.1,Female,Electronic check,Month-to-month
672,1,75.05,75.05,Female,Mailed check,Month-to-month
3984,72,25.1,1857.85,Female,Bank transfer (automatic),Two year
1374,45,84.35,3858.05,Male,Mailed check,Two year
5975,7,89.75,608.8,Male,Electronic check,Month-to-month
6367,70,48.4,3442.8,Male,Bank transfer (automatic),Two year
2178,53,19.9,1110.05,Male,Credit card (automatic),Two year
5516,4,51.75,201.1,Male,Credit card (automatic),Month-to-month
4270,72,92.4,6786.1,Female,Electronic check,Two year
216,72,45.25,3139.8,Male,Credit card (automatic),Two year
3954,17,94.8,1563.9,Male,Electronic check,Month-to-month
421,7,69.85,515.45,Female,Bank transfer (automatic),Month-to-month
5099,11,20.1,221.35,Female,Credit card (automatic),Month-to-month
4664,2,74.9,147.15,Female,Credit card (automatic),Month-to-month
5028,72,109.9,7624.2,Female,Electronic check,Two year
506,11,78.0,851.8,Male,Mailed check,Month-to-month
3467,5,91.4,449.75,Male,Electronic check,Month-to-month
6809,4,74.95,308.7,Male,Electronic check,Month-to-month
1544,30,50.0,1474.9,Male,Mailed check,Month-to-month
1315,11,20.9,202.3,Female,Credit card (automatic),Two year
4537,17,49.8,836.35,Male,Mailed check,Month-to-month
4054,34,56.25,1765.95,Female,Electronic check,Month-to-month
3043,2,30.4,78.65,Female,Electronic check,Month-to-month
2799,55,19.1,1001.5,Male,Bank transfer (automatic),One year
2641,5,59.9,287.85,Female,Credit card (automatic),Month-to-month
4498,11,20.0,196.35,Female,Mailed check,One year
3551,1,79.6,79.6,Female,Electronic check,Month-to-month
347,70,19.45,1303.5,Female,Bank transfer (automatic),Two year
6529,2,74.85,156.4,Male,Mailed check,Month-to-month
333,7,73.85,511.25,Female,Electronic check,Month-to-month
6830,35,20.2,684.4,Male,Mailed check,Two year
6056,58,71.1,4299.2,Female,Credit card (automatic),One year
6154,72,109.2,7711.45,Female,Bank transfer (automatic),Two year
5422,68,62.65,4375.8,Male,Credit card (automatic),Two year
6592,26,59.45,1507.0,Male,Credit card (automatic),One year
6955,12,45.05,523.1,Female,Electronic check,Month-to-month
1922,25,60.35,1404.65,Male,Electronic check,Month-to-month
746,72,114.95,8196.4,Male,Bank transfer (automatic),Two year
6910,70,114.6,7882.5,Male,Electronic check,Two year
1670,1,50.15,50.15,Male,Mailed check,Month-to-month
6618,26,86.65,2208.75,Male,Credit card (automatic),Month-to-month
4059,2,65.7,134.35,Female,Mailed check,Month-to-month
4271,28,19.9,543.0,Female,Mailed check,One year
2473,6,19.85,119.3,Female,Mailed check,Month-to-month
4048,58,59.75,3624.35,Female,Mailed check,Two year
259,29,45.0,1228.65,Female,Electronic check,Month-to-month
1741,16,71.4,1212.1,Male,Bank transfer (automatic),Month-to-month
3829,43,101.0,4388.4,Male,Electronic check,Month-to-month
2020,52,75.4,3865.45,Male,Mailed check,One year
4586,72,118.75,8672.45,Female,Bank transfer (automatic),Two year
1860,71,19.45,1378.45,Male,Mailed check,Two year
599,65,20.4,1414.45,Male,Credit card (automatic),Two year
45,49,84.5,3906.7,Female,Electronic check,Month-to-month
4622,52,83.8,4331.4,Male,Credit card (automatic),Month-to-month
6277,2,20.35,33.2,Male,Mailed check,Month-to-month
5022,71,109.3,7782.85,Male,Credit card (automatic),Two year
6919,54,89.4,4869.5,Male,Credit card (automatic),Month-to-month
5701,15,76.5,1155.6,Female,Bank transfer (automatic),Month-to-month
1221,9,24.6,190.1,Male,Mailed check,Month-to-month
2458,50,105.05,5163.3,Male,Credit card (automatic),Two year
5306,19,83.65,1465.75,Male,Electronic check,Month-to-month
2228,70,104.45,7349.35,Female,Bank transfer (automatic),Two year
3886,72,106.85,7677.4,Female,Bank transfer (automatic),One year
426,52,105.1,5376.4,Male,Bank transfer (automatic),One year
1569,15,46.3,639.45,Female,Electronic check,Month-to-month
805,72,76.8,5468.45,Female,Bank transfer (automatic),Two year
410,3,81.35,233.7,Male,Electronic check,Month-to-month
6931,58,99.15,5720.95,Male,Bank transfer (automatic),One year
3574,1,20.35,20.35,Female,Mailed check,Month-to-month
438,35,89.85,3161.2,Male,Bank transfer (automatic),Month-to-month
3666,50,84.4,4116.15,Female,Bank transfer (automatic),Month-to-month
434,41,19.75,899.45,Male,Electronic check,Two year
1805,72,64.45,4720.0,Male,Credit card (automatic),Two year
6901,30,68.95,2038.7,Female,Credit card (automatic),One year
3621,2,24.4,36.55,Female,Mailed check,Month-to-month
6810,15,29.7,438.25,Male,Electronic check,Month-to-month
5266,37,58.75,2203.1,Male,Mailed check,One year
1566,72,75.4,5480.25,Male,Bank transfer (automatic),Two year
4761,72,25.0,1738.9,Male,Bank transfer (automatic),Two year
5420,70,114.3,8244.3,Male,Credit card (automatic),Two year
1049,1,19.65,19.65,Female,Mailed check,Month-to-month
626,23,84.25,1968.1,Male,Electronic check,Month-to-month
1669,8,74.6,548.9,Female,Credit card (automatic),Month-to-month
210,2,46.0,84.5,Male,Credit card (automatic),Month-to-month
3126,26,38.85,1025.15,Female,Credit card (automatic),Month-to-month
6000,52,19.65,928.4,Male,Credit card (automatic),One year
2226,23,34.6,813.45,Female,Mailed check,Two year
51,15,99.1,1426.4,Female,Credit card (automatic),Month-to-month
1109,40,50.15,2058.5,Male,Mailed check,Month-to-month
1617,27,59.45,1611.65,Male,Electronic check,Month-to-month
6725,37,19.5,805.2,Female,Bank transfer (automatic),Month-to-month
4222,45,112.2,5031.85,Male,Credit card (automatic),One year
1543,5,69.95,330.15,Female,Electronic check,Month-to-month
4907,71,23.85,1672.1,Female,Mailed check,Two year
6177,4,54.3,195.3,Male,Electronic check,Month-to-month
5981,38,20.2,746.05,Female,Mailed check,Two year
2284,3,55.9,157.55,Male,Mailed check,Month-to-month
6431,17,19.15,343.45,Male,Mailed check,Two year
4582,70,90.15,6237.05,Male,Credit card (automatic),Two year
3509,1,44.9,44.9,Male,Mailed check,Month-to-month
2318,71,100.5,7030.65,Female,Bank transfer (automatic),Two year
3463,37,91.15,3369.25,Male,Electronic check,Month-to-month
5462,64,70.15,4480.7,Male,Mailed check,One year
2991,37,90.0,3371.75,Female,Electronic check,Month-to-month
1840,65,108.65,6937.95,Male,Bank transfer (automatic),Two year
6280,23,49.45,1119.35,Female,Electronic check,One year
2057,22,79.2,1742.75,Female,Electronic check,Month-to-month
1864,26,60.7,1597.4,Female,Mailed check,One year
705,25,79.85,2015.35,Female,Bank transfer (automatic),Month-to-month
6254,60,97.2,5611.75,Female,Electronic check,Two year
2069,1,95.6,95.6,Female,Electronic check,Month-to-month
5859,71,89.3,6388.65,Female,Credit card (automatic),Two year
4558,27,85.25,2287.25,Female,Electronic check,Month-to-month
5547,3,89.45,240.45,Female,Electronic check,Month-to-month
527,58,94.7,5430.35,Male,Credit card (automatic),One year
1533,14,75.35,1025.95,Female,Electronic check,Month-to-month
565,71,70.85,4973.4,Male,Credit card (automatic),Two year
1620,2,29.05,44.75,Female,Bank transfer (automatic),Month-to-month
2268,40,20.6,827.3,Female,Bank transfer (automatic),Two year
640,68,25.4,1620.2,Male,Bank transfer (automatic),Two year
4590,57,101.3,5779.6,Female,Credit card (automatic),Two year
730,45,87.25,3941.7,Female,Electronic check,Month-to-month
6566,70,116.55,8152.3,Male,Credit card (automatic),Two year
4447,68,107.7,7320.9,Male,Electronic check,Month-to-month
325,52,102.7,5138.1,Female,Credit card (automatic),Month-to-month
6728,72,115.15,8349.7,Female,Electronic check,Two year
290,24,76.1,1712.7,Male,Electronic check,Month-to-month
1886,67,60.4,3953.7,Male,Bank transfer (automatic),Two year
5180,68,64.35,4539.6,Female,Credit card (automatic),Two year
1683,23,19.6,426.65,Male,Credit card (automatic),Two year
4149,71,49.35,3515.25,Male,Electronic check,Two year
4641,1,24.4,24.4,Female,Mailed check,Month-to-month
1945,71,20.5,1500.95,Female,Bank transfer (automatic),Two year
6255,69,110.55,7610.1,Male,Mailed check,One year
5105,40,99.2,4062.2,Female,Credit card (automatic),One year
4335,18,84.95,1443.65,Female,Electronic check,Month-to-month
864,22,94.65,2104.55,Male,Credit card (automatic),Month-to-month
5740,69,39.1,2779.5,Male,Mailed check,Two year
5960,62,84.45,4959.15,Female,Electronic check,One year
4758,56,19.7,1051.9,Female,Bank transfer (automatic),Two year
4886,7,19.9,173.15,Female,Mailed check,One year
4939,1,18.9,18.9,Male,Mailed check,Month-to-month
4126,6,19.55,122.9,Male,Mailed check,Month-to-month
371,2,85.65,181.5,Male,Electronic check,Month-to-month
3985,16,54.55,825.1,Male,Bank transfer (automatic),Month-to-month
2698,2,19.85,51.6,Male,Mailed check,Month-to-month
4679,72,86.4,6058.95,Female,Bank transfer (automatic),Two year
1562,7,34.65,246.6,Female,Mailed check,Month-to-month
2751,19,24.85,434.8,Female,Mailed check,Month-to-month
6128,14,78.1,1122.4,Female,Electronic check,Month-to-month
5414,64,105.65,6903.1,Male,Credit card (automatic),One year
4836,25,78.35,1837.9,Female,Bank transfer (automatic),Month-to-month
1921,70,85.95,5931.75,Male,Credit card (automatic),Two year
6376,66,19.35,1240.8,Male,Bank transfer (automatic),Two year
1783,1,71.65,71.65,Male,Electronic check,Month-to-month
4774,53,91.15,4862.5,Female,Electronic check,One year
3076,6,56.25,389.1,Female,Electronic check,Month-to-month
4696,59,95.8,5655.45,Female,Electronic check,Two year
3260,31,78.45,2435.15,Male,Electronic check,Month-to-month
122,3,74.4,229.55,Male,Electronic check,Month-to-month
479,15,69.0,994.8,Female,Bank transfer (automatic),Month-to-month
1632,48,106.1,5082.8,Male,Credit card (automatic),One year
6796,2,56.7,113.55,Male,Mailed check,Month-to-month
2879,70,102.95,7101.5,Male,Electronic check,Month-to-month
1436,2,91.4,193.6,Female,Electronic check,Month-to-month
6186,47,110.85,5275.8,Male,Credit card (automatic),One year
940,24,21.05,531.55,Female,Bank transfer (automatic),One year
3366,31,93.8,2939.8,Male,Electronic check,One year
6853,54,111.1,6014.85,Female,Electronic check,Month-to-month
439,1,55.05,55.05,Male,Mailed check,Month-to-month
847,12,33.15,444.75,Female,Credit card (automatic),One year
4634,2,18.75,53.15,Female,Bank transfer (automatic),Month-to-month
3208,48,70.55,3420.5,Male,Credit card (automatic),One year
7010,1,74.45,74.45,Female,Electronic check,Month-to-month
3881,71,65.15,4681.75,Male,Bank transfer (automatic),Two year
1173,1,19.85,19.85,Male,Electronic check,Month-to-month
4127,56,24.8,1424.2,Male,Mailed check,Two year
2549,2,20.05,33.7,Male,Mailed check,Month-to-month
4698,66,80.55,5265.1,Female,Bank transfer (automatic),Two year
6143,50,20.35,938.95,Male,Mailed check,One year
4626,63,89.6,5538.8,Female,Bank transfer (automatic),Month-to-month
2887,1,45.05,45.05,Male,Mailed check,Month-to-month
5391,6,49.25,255.6,Female,Mailed check,One year
279,5,50.55,244.75,Female,Bank transfer (automatic),Month-to-month
4296,35,72.25,2568.55,Female,Electronic check,Month-to-month
2115,71,118.65,8477.6,Female,Electronic check,Two year
3757,42,66.5,2762.75,Female,Credit card (automatic),Two year
6875,64,19.45,1208.6,Female,Credit card (automatic),Two year
6081,1,49.8,49.8,Male,Credit card (automatic),Month-to-month
4463,1,69.85,69.85,Male,Electronic check,Month-to-month
2534,69,107.2,7317.1,Male,Credit card (automatic),One year
2107,33,93.35,3092.0,Male,Electronic check,Month-to-month
1101,20,20.0,417.65,Female,Electronic check,Month-to-month
4371,13,24.5,343.6,Male,Bank transfer (automatic),One year
2794,28,56.05,1522.65,Female,Electronic check,Month-to-month
4801,72,80.85,5824.75,Female,Bank transfer (automatic),Two year
577,9,70.5,597.9,Male,Electronic check,Month-to-month
59,72,107.5,7853.7,Female,Credit card (automatic),Two year
4342,52,59.85,3103.25,Female,Bank transfer (automatic),Two year
787,34,60.85,2003.6,Female,Bank transfer (automatic),Month-to-month
3538,71,100.2,7209.0,Male,Credit card (automatic),Two year
5008,6,19.65,116.85,Female,Credit card (automatic),Two year
2881,31,64.0,1910.75,Female,Electronic check,One year
6089,1,90.6,90.6,Female,Electronic check,Month-to-month
2317,49,25.25,1211.65,Female,Mailed check,Two year
1370,27,20.25,538.2,Female,Bank transfer (automatic),Two year
1183,53,93.45,4872.2,Female,Electronic check,One year
1883,35,100.5,3653.35,Female,Bank transfer (automatic),Month-to-month
6462,2,95.65,167.3,Male,Electronic check,Month-to-month
1894,46,43.95,2007.85,Female,Electronic check,Month-to-month
2575,35,19.25,617.65,Female,Bank transfer (automatic),Month-to-month
6561,9,73.8,704.3,Male,Electronic check,Month-to-month
5973,64,104.4,6692.65,Male,Bank transfer (automatic),Two year
184,13,79.25,1111.65,Female,Electronic check,Month-to-month
1565,55,81.55,4509.5,Female,Electronic check,Month-to-month
1871,51,93.8,4539.35,Female,Electronic check,Month-to-month
420,5,24.3,132.25,Female,Mailed check,Month-to-month
5832,20,70.45,1470.95,Male,Electronic check,Month-to-month
553,23,25.6,514.75,Female,Credit card (automatic),Two year
1732,61,99.0,5969.3,Male,Electronic check,One year
2138,54,69.95,3871.85,Female,Bank transfer (automatic),Two year
6542,15,76.0,1130.85,Male,Mailed check,Month-to-month
6073,64,24.9,1595.5,Female,Mailed check,One year
443,18,64.8,1166.7,Female,Electronic check,Month-to-month
6497,52,103.05,5364.8,Male,Electronic check,Month-to-month
1608,17,20.1,279.5,Male,Mailed check,One year
6450,27,19.9,550.1,Female,Mailed check,Two year
1765,58,110.65,6526.65,Female,Credit card (automatic),One year
1586,68,109.05,7508.55,Female,Bank transfer (automatic),Two year
3313,1,19.2,19.2,Male,Electronic check,Month-to-month
5328,55,66.05,3462.1,Female,Credit card (automatic),One year
181,1,45.3,45.3,Female,Mailed check,Month-to-month
5786,72,84.4,6096.45,Female,Credit card (automatic),Two year
794,6,45.0,298.7,Female,Credit card (automatic),Month-to-month
1420,60,99.8,5985.75,Female,Electronic check,Month-to-month
1477,61,106.0,6547.7,Male,Electronic check,One year
3721,2,20.65,38.7,Female,Mailed check,Month-to-month
1940,63,71.5,4576.3,Male,Electronic check,One year
1992,17,83.55,1329.15,Female,Electronic check,Month-to-month
4074,58,98.7,5812.6,Male,Electronic check,Month-to-month
6061,26,49.5,1265.65,Female,Mailed check,Month-to-month
3370,53,48.7,2495.2,Female,Bank transfer (automatic),Month-to-month
4666,25,19.2,532.1,Female,Credit card (automatic),Month-to-month
6498,1,82.3,82.3,Female,Electronic check,Month-to-month
530,24,21.1,490.65,Female,Credit card (automatic),Two year
6848,2,69.0,147.8,Female,Credit card (automatic),Month-to-month
710,1,19.55,19.55,Male,Mailed check,Month-to-month
2357,67,75.1,5064.45,Female,Mailed check,One year
6493,17,54.6,934.8,Male,Electronic check,One year
558,11,70.2,760.05,Male,Electronic check,Month-to-month
5927,51,24.75,1234.6,Male,Mailed check,Two year
2306,3,69.85,199.85,Female,Electronic check,Month-to-month
1371,1,79.2,79.2,Female,Electronic check,Month-to-month
5872,1,69.65,69.65,Female,Electronic check,Month-to-month
6629,72,84.1,6129.65,Female,Credit card (automatic),Two year
907,19,65.35,1231.85,Male,Bank transfer (automatic),One year
6226,65,25.75,1654.75,Male,Mailed check,Two year
4376,45,100.3,4483.95,Female,Electronic check,One year
5970,5,89.15,413.25,Male,Electronic check,Month-to-month
6253,56,44.85,2564.95,Female,Credit card (automatic),Month-to-month
2453,4,74.45,294.45,Female,Electronic check,Month-to-month
4715,64,86.4,5442.05,Female,Credit card (automatic),Two year
1872,41,19.7,804.25,Female,Bank transfer (automatic),Two year
5773,35,60.55,1982.6,Female,Electronic check,Month-to-month
3773,1,25.2,25.2,Female,Mailed check,Month-to-month
926,3,79.4,205.05,Female,Electronic check,Month-to-month
2481,61,25.0,1501.75,Male,Bank transfer (automatic),Two year
5481,1,73.65,73.65,Male,Electronic check,Month-to-month
3404,35,55.6,2016.45,Female,Credit card (automatic),One year
15,69,113.25,7895.15,Female,Credit card (automatic),Two year
6366,64,68.3,4378.8,Female,Mailed check,Two year
315,51,110.05,5686.4,Male,Credit card (automatic),One year
2439,17,19.9,329.75,Male,Bank transfer (automatic),One year
5002,69,43.95,2960.1,Female,Credit card (automatic),Two year
1161,1,31.35,31.35,Male,Mailed check,Month-to-month
2142,21,64.85,1336.8,Female,Mailed check,One year
1623,54,97.2,5129.45,Female,Bank transfer (automatic),Two year
